time,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,env,Z_RIGHT_WRISTlowpass10,Z_RIGHT_WRISTlowpass30,Z_RIGHT_WRISTguassianfilt,speed,vertical_velocity,acceleration,jerk
100.0,-0.17564842858291513,0.2727146470063489,-0.5754240493124481,0.6234139204478063,-0.5737123061578293,-0.5752068424471498,-0.5739071717588625,0.34486616141806914,-0.00031233636807669654,-0.007247438895724719,0.013214309428238043
110.0,-0.17459448234600522,0.26952864340034255,-0.573856965573365,0.6727508193522451,-0.5732485207032331,-0.574122789211105,-0.5734767778469063,0.3449897543829631,-0.0003107914604813282,-0.011451184287688317,-0.006315314307398536
120.0,-0.17385315548503621,0.26681555696610026,-0.5723360113421887,0.6563972467530411,-0.5724344813100063,-0.5719168662275301,-0.5727242543383291,0.30715309464266366,-0.0002692134003718345,-0.035455697878793206,-0.018671720582954368
130.0,-0.17355547968914525,0.264760449294857,-0.5714428283503903,0.585540169026107,-0.5717730039767476,-0.5713586335078353,-0.5719500349916078,0.2397340496044311,-0.0002118674256353878,-0.055943314930701406,-0.015278185892464439
140.0,-0.1735594882226765,0.2631473936930692,-0.57093323503686,0.4761392028217672,-0.571269164175694,-0.5714823129953915,-0.5713067803537863,0.18235411279775554,-0.00016832769594087038,-0.05260061729938069,0.0019884935109625084
150.0,-0.1736496726664768,0.2616212858206392,-0.5703858483614177,0.3496714970495647,-0.5707292313260836,-0.5704478301811882,-0.5708290543382915,0.1590813460378767,-0.00015387369083889378,-0.027795078436563772,0.020027509493206253
160.0,-0.17375908374113544,0.2599738938702729,-0.5702021414675854,0.2322408617418935,-0.570311217854056,-0.5696096616619863,-0.5704711507941673,0.16435828041307257,-0.00016426770599584512,0.000916972631761926,0.026618627014532815
170.0,-0.1739100634964211,0.2581495281078343,-0.5706431845903873,0.1434362226947309,-0.5701241503127769,-0.5705710160042151,-0.5701023438248657,0.18305593023885952,-0.00018372838731365288,0.019618274597429035,0.019655017306570075
180.0,-0.1740983248099339,0.256200074033896,-0.5707456795959652,0.0888726279300455,-0.5697415389003702,-0.571255355848802,-0.5695382877742075,0.20606662257898997,-0.00019300052161014026,0.024068561991477458,0.005012767880604446
190.0,-0.17432759420679905,0.2543581643277928,-0.5695395968947016,0.0624708196126445,-0.5687698545380524,-0.5696849178833204,-0.5686628558057607,0.224085007642399,-0.00017544693567353545,0.01442904854918368,-0.00991269334104335
200.0,-0.1746663455235091,0.253023807170213,-0.5675403348739685,0.0530727752796876,-0.5674284585147149,-0.5669961454229288,-0.5675285021321171,0.22063008748550664,-0.00012771371908548137,-0.00600717605160008,-0.019189024043044997
210.0,-0.17517623130685478,0.2524156923275011,-0.5658696349564095,0.0515275889279567,-0.5662078692569917,-0.5658021988005254,-0.5663078649797785,0.18864872844316596,-6.741176946263163e-05,-0.027723551087643187,-0.019365079242508267
220.0,-0.1758148571505817,0.25230228927835696,-0.5647303931965324,0.0529219876685642,-0.565148564102993,-0.5651510216262436,-0.5651601218383061,0.1444166724798192,-2.1749191398957526e-05,-0.03933959967813769,-0.011562637893372904
230.0,-0.17643952458225748,0.25228571000457767,-0.563811742935632,0.0567683898256494,-0.5641372361287659,-0.5636181084215723,-0.5641574844652136,0.10795504835266105,-3.5772605097257804e-06,-0.03782226431367747,-0.0013961526872180536
240.0,-0.17688114297573435,0.2521840536174695,-0.5630870840983673,0.0657058557300497,-0.5633187867921028,-0.5630222490121741,-0.5632998507448423,0.08320280500069535,-2.5625094720900155e-06,-0.029510087709317477,0.0062768353060909925
250.0,-0.1770663263160542,0.25205292314735306,-0.5624638384082234,0.0840355227059943,-0.5626249319312858,-0.5627029408370576,-0.5625563339880938,0.06608074895150888,-3.0111490027757216e-06,-0.019218979390590925,0.012428056550797732
260.0,-0.17708071922590815,0.25196939265124524,-0.56177302087524,0.1165367245417928,-0.5619310391096187,-0.5617234117863585,-0.5618977115727385,0.05925256368243686,-8.202275205740907e-06,-0.0025203786834627944,0.021065763136578174
270.0,-0.17705394701717692,0.2517011073230614,-0.5611414570843889,0.164408754902824,-0.5613204251091839,-0.56100855183376,-0.5613109630987001,0.07810102482327286,-4.214373480798459e-05,0.027101183185477447,0.030573245234314112
280.0,-0.17703322593866744,0.2506287252582633,-0.560684643103926,0.2188337469356164,-0.5608312195969987,-0.5607573377459512,-0.5607924619361203,0.13935653605142084,-0.00012144488125595464,0.06295137387489533,0.030615764796208884
290.0,-0.1770020873429026,0.2483355218608709,-0.5602579755840245,0.2574062230890368,-0.5603870976729819,-0.5603230685800495,-0.5603403516380296,0.2308703452928022,-0.00022536203183474917,0.08128233719120431,0.011532910025632719
300.0,-0.17695085074594605,0.2451608294797029,-0.5597617925503195,0.2574830195312168,-0.5599766932596373,-0.5598262264149193,-0.5599611150379031,0.3026777011090687,-0.0003012918926641141,0.059848368863209885,-0.022099795335685707
310.0,-0.1769143186711512,0.24196217703575085,-0.5593558872051565,0.2190173331742925,-0.559638652250027,-0.5593056512220198,-0.5596703855054042,0.3061841256329541,-0.0003052501844113162,0.0028354744298176443,-0.04998796285990944
320.0,-0.17696381979556514,0.23956094259194252,-0.559268325737812,0.1665815014280071,-0.5594399555737726,-0.5591058734046952,-0.5594686217312743,0.23890144417205592,-0.00023771289367208369,-0.05681470882124808,-0.05172630592241791
330.0,-0.17714144554408098,0.23826235015783523,-0.5594054936109104,0.124083608277093,-0.5593636426952185,-0.5595403970006241,-0.5593167245312837,0.1449603326223492,-0.00014202149643177095,-0.08344948308799488,-0.02523850778966568
340.0,-0.1774120302660582,0.2376926385996764,-0.5593908421736684,0.1001951660282769,-0.5592261731973234,-0.559574845097079,-0.5591493824615734,0.07595332273288206,-6.934198471127416e-05,-0.06707013996897296,0.01068932241352391
350.0,-0.17770320272874615,0.2372718962351408,-0.5591456535753652,0.0931489333975194,-0.558962763014702,-0.5589152113463779,-0.5589145520775929,0.05399767579462386,-4.31720755335089e-05,-0.027353322567994415,0.0325003390630845
360.0,-0.17795292465756227,0.2367025905337106,-0.5588800510497213,0.0963613749289904,-0.5587031867710472,-0.5585896445513051,-0.5586019199923414,0.068280247240652,-5.324643877531568e-05,0.006390819611574323,0.031151894294954706
370.0,-0.17811342963143814,0.23594782772347264,-0.558379482619228,0.1051414699596249,-0.5584675943501226,-0.5587956506420126,-0.5582658535314753,0.09340569006512575,-7.46295161264548e-05,0.019232035236483428,0.017273255232104566
380.0,-0.17819285291216036,0.23508124305331957,-0.5573052932196663,0.1183211710772523,-0.5581465990266022,-0.5577548121330151,-0.5580620067121765,0.108900994187696,-8.521921907909097e-05,0.02017484970927404,0.008430145411575676
390.0,-0.17838754721016695,0.2343028636889857,-0.5564161327316883,0.1354123275986718,-0.5580458158241245,-0.5560816992740092,-0.5582333332768188,0.12356259663542504,-7.149964241818031e-05,0.029129508247922025,0.010815140083455268
400.0,-0.17908702286674344,0.23393253526256527,-0.557141679917583,0.1567275657041321,-0.5587446500096859,-0.5567002970241062,-0.5589718806689716,0.1713938072093435,-3.262423399784713e-05,0.05017255249591773,0.01382368253646492
410.0,-0.18050748607441258,0.23414437115647319,-0.5596016678718441,0.1851756549291406,-0.5602640902525173,-0.5599137529853984,-0.5602461398250237,0.2505559396687119,1.6271808169205684e-05,0.06183690054113112,0.004268071593974225
420.0,-0.18241846311341475,0.23475431072873265,-0.5623509369186759,0.2258165840155424,-0.5619672439321421,-0.5627987100404881,-0.5617859727098826,0.3043643413228239,5.2936851966744036e-05,0.0434954706578137,-0.015639039690479025
430.0,-0.18446074397526757,0.23543496553165455,-0.5642719644894697,0.2812301263541943,-0.5633694944628544,-0.5640388611063576,-0.5632516091198276,0.29839160352742855,6.616180238469222e-05,0.005220765670864814,-0.02930333542988867
440.0,-0.18652946113846353,0.23601406587331505,-0.5654268847685527,0.3443563734165883,-0.5644662845895883,-0.5650893115114579,-0.5644111492607858,0.2625325611325183,6.312305285021289e-05,-0.023058159288204247,-0.02523935156365746
450.0,-0.18870265392806015,0.23651138873910119,-0.5660301962431766,0.4048211503868498,-0.5652672125168844,-0.5661704248854529,-0.5651991793920431,0.23729274242851603,5.675997869257719e-05,-0.02745441578330758,-0.009794926397251425
460.0,-0.19099465626658876,0.2369950573783732,-0.56599268477991,0.45361466641399,-0.5656968743755777,-0.5662614995626671,-0.5656926950122861,0.22623096676175572,4.7947472392645414e-05,-0.02009820887090292,0.002279890486979899
470.0,-0.1932100752539216,0.2373388198519791,-0.5656718200237493,0.4809271477499342,-0.5659118832564759,-0.5654207842910876,-0.5660586854283413,0.21184362946253393,2.39140656552559e-05,-0.016221021858568642,0.004779613403796422
480.0,-0.1949850141816909,0.23716588700687674,-0.5658580051706465,0.4774194659345262,-0.5663005359479532,-0.5656248144691222,-0.5664652664258506,0.1909046230274469,-2.3348055888640257e-05,-0.016295496597240725,0.0032293681261040324
490.0,-0.1961122645166195,0.23625869166290814,-0.5667343674826765,0.4407804935740604,-0.5669420398510023,-0.5670164179903118,-0.5669834654735268,0.17679963929627288,-8.163050137285739e-05,-0.012627162628895823,0.004807865113930294
500.0,-0.19678602301726145,0.2348578831911108,-0.5677901174659927,0.3819804396243872,-0.5675834551407041,-0.5677794699051937,-0.5675592387506673,0.1766888299383334,-0.00012981532563326664,-0.0018778506968526237,0.010404865254205881
510.0,-0.19739041234293137,0.2332705221392351,-0.568614888840472,0.3241422351886753,-0.5681405689283083,-0.5683945871621898,-0.5680783841187107,0.1886619788568115,-0.00016266360966934733,0.013655961235433561,0.015472276445501844
520.0,-0.19819494992936137,0.23144883148591638,-0.5689648651974293,0.2886244482800683,-0.5685641781147824,-0.5692532702706097,-0.5684622281749055,0.21455135252249855,-0.00019311463234360143,0.028959858224627263,0.01421828548411606
530.0,-0.19927266801198834,0.22920929285673242,-0.5687715253844694,0.2912425535055218,-0.5687336802820115,-0.5688336363969128,-0.5687271134382739,0.25223321141923566,-0.0002281475824718458,0.03506941235991337,0.0030756844002286367
540.0,-0.20052998983259065,0.22662530854929963,-0.5685486601639058,0.3386248206634382,-0.5688658472290022,-0.568237114072017,-0.568970382077389,0.2809666088192527,-0.0002520266123674739,0.02144591882728021,-0.015608627336556541
550.0,-0.201775170840061,0.22410869611223555,-0.5688810024046975,0.4178614863339523,-0.569227147076081,-0.5688556814698121,-0.5692910797685637,0.2723464540434471,-0.00023926628473843538,-0.012710727604357859,-0.03166905827572015
560.0,-0.20279872675159794,0.2222220683963108,-0.5696224034750434,0.4928216567048504,-0.5697463283163291,-0.569788289337966,-0.5697191834848975,0.21760635058989244,-0.00018276743110346257,-0.05056507733807547,-0.03226675543847984
570.0,-0.20348988107728075,0.2212389749339656,-0.5702561675823834,0.5271208481224255,-0.570263305425762,-0.5704049492486756,-0.5702223016641735,0.14159546359637465,-0.00010640225865282209,-0.06680974336418175,-0.012840160827291596
580.0,-0.20393764597818617,0.22087375680408242,-0.5706828762121263,0.5020097657834574,-0.5707354304150197,-0.5706264220746388,-0.5707603528291105,0.08778087153724427,-4.7429951108671363e-05,-0.048315152579790244,0.016400296363263032
590.0,-0.2044185489687803,0.22062945962809735,-0.5712457190459357,0.42192408176354,-0.5712475496266269,-0.5710537611798732,-0.5713055798735256,0.08403187369854585,-2.678891266361064e-05,-0.00627401539600667,0.03650761234662547
600.0,-0.2052900557732407,0.2202221050148877,-0.5720831524656678,0.3115855734454361,-0.5718250103398039,-0.5719503966813378,-0.5718171065355673,0.1224498304260383,-3.795012451891158e-05,0.032086635872796386,0.034052526243223455
610.0,-0.2067529759521181,0.21960550469805365,-0.5727326197117485,0.2044812891092535,-0.5723323460851726,-0.5730430835404612,-0.5722386992634141,0.17133645382854404,-5.968289755499261e-05,0.043598154765423135,0.011146053110292767
620.0,-0.2086435986880904,0.21886151505744633,-0.5727391589766757,0.1247215015095356,-0.5725673464714572,-0.5730011657841821,-0.5725487715408512,0.197961081072167,-7.248204093452758e-05,0.023674999829161807,-0.0166515432339911
630.0,-0.21047704762594016,0.21816383186219526,-0.5725540966679179,0.0788313897096926,-0.5726488451163029,-0.5720383488176352,-0.5727880011780319,0.18348551506649075,-6.58290523682255e-05,-0.012835976284139787,-0.031787912293259404
640.0,-0.21167781150888926,0.21773730493824295,-0.5729288368946062,0.0641781879987962,-0.5729311231284966,-0.5726448999318137,-0.573005336952561,0.1341576454422729,-4.04064264279099e-05,-0.04228732518778641,-0.026624415989176614
650.0,-0.21198960145105866,0.21769279775167116,-0.5735321184312954,0.076179108468855,-0.5732968857964004,-0.574178301519392,-0.573195404912919,0.0799511051694869,-7.753300818601064e-06,-0.04845996224779467,-0.007690945250672525
660.0,-0.21170401226143076,0.21790859026562204,-0.5735888075356809,0.1109183832349218,-0.5733632478659021,-0.573616755016656,-0.5733234866207069,0.048495873081757186,1.689675828511267e-05,-0.033692536930838075,0.01047027904727124
670.0,-0.21128762140020438,0.2181751671163297,-0.5733408514205995,0.1638366634572405,-0.5733245609017171,-0.5727924898915291,-0.5733910235297169,0.04033607586201489,2.5712606297271937e-05,-0.01408925095312572,0.01692444810136094
680.0,-0.21095625147221755,0.2183787425105615,-0.5733314286829627,0.2250607420521457,-0.5734443045765346,-0.5736330802372944,-0.5734390180284297,0.038655206845132635,2.2267639475213724e-05,-0.0033161758270279927,0.011584962017430412
690.0,-0.21069969935435223,0.21851194633927193,-0.5734464566921635,0.2755199921276934,-0.5735270305696116,-0.5735385928667378,-0.5735044059177066,0.0341319342582458,1.5201389083764177e-05,-0.002871487372827489,0.002561567393066669
700.0,-0.21046371054376264,0.2186098781194319,-0.5735525905689911,0.29942232517347,-0.5736139728549455,-0.573270489848269,-0.5736040644089513,0.02774512635423047,1.0128224947599395e-05,-0.0061845995356621854,-0.00194957595421321
710.0,-0.2102373509986427,0.2186943170111757,-0.5736652784262047,0.2960646136212206,-0.5738114643251533,-0.5739286969277926,-0.5737539489282643,0.0212827286598448,7.532658282951963e-06,-0.006254826584763149,0.0007905460843443372
720.0,-0.21005280329180318,0.21875535765376292,-0.5737013022920707,0.2775918398844062,-0.5739990113511569,-0.5737721392701901,-0.5739882801446382,0.01924267203742992,5.808347518964405e-06,0.0010912445522065425,0.007620000091450493
730.0,-0.20992951900642984,0.21878480758967045,-0.5738528016948882,0.2586594557463893,-0.574290528227716,-0.5736720094581258,-0.5743549813748816,0.03149605591468996,4.008178992796848e-06,0.01479589710215273,0.011998323456858943
740.0,-0.2098475274777994,0.21879487487238697,-0.5744332709132189,0.2487271067133761,-0.5748206033675334,-0.5745313004104624,-0.5748799905403127,0.06101218235047206,1.3273675271432462e-06,0.02633209019558134,0.008371411612958445
750.0,-0.20980498491172772,0.21877147819545953,-0.5754177591144387,0.2499448149953639,-0.5754871413313297,-0.5753928793282055,-0.5755239648207576,0.09230471658570627,-4.09978330153988e-06,0.02474691410821586,-0.002675992900394058
760.0,-0.2098528935454555,0.21864766386241236,-0.5765405062613093,0.2601111993786247,-0.5761870470128466,-0.5764542993520154,-0.5761744719603319,0.10280419840722038,-1.3503269063585161e-05,0.008544583480207228,-0.013093196868915156
770.0,-0.2100145588347349,0.21838161281342955,-0.5774223181494502,0.2748577534095435,-0.5767614264239662,-0.5775039987519566,-0.5766891963449773,0.0875714590274386,-2.5016392012792103e-05,-0.009426171390973237,-0.013667436413184644
780.0,-0.2102428652933402,0.21801720531028373,-0.5777228147680838,0.2889049367237263,-0.5770331869598999,-0.5776927998141751,-0.576966669967994,0.06754737885795944,-3.51538172310204e-05,-0.013230408770243837,-0.003239878831991002
790.0,-0.21056105017922389,0.21760549300224818,-0.5774211929059818,0.296569357636177,-0.5770205351319093,-0.5773968438901322,-0.5770016451824551,0.06782691959472742,-4.242930832073605e-05,-0.0001033918031400718,0.009401522086365664
800.0,-0.2111533793981501,0.21713285815028885,-0.5768062560961431,0.291902452029874,-0.576843521196055,-0.5768621073605797,-0.5768885668522707,0.09102904889983578,-4.749859280590424e-05,0.017461089272712366,0.01400637546779345
810.0,-0.21215677003919406,0.2165877087253348,-0.5763096066583515,0.2709083542672217,-0.5766638916728773,-0.5762168411284252,-0.576767659133141,0.12026772080054743,-5.139768788987568e-05,0.025781568586076036,0.008609763190147758
820.0,-0.21345441310698748,0.21600323652267053,-0.5762792587712726,0.2351715550813101,-0.5766565765972975,-0.5762669905859101,-0.5767441612722014,0.14176661241899752,-5.7472033648324654e-05,0.022799312025357687,2.8936289444390136e-05
830.0,-0.2147914531136482,0.21532570145455535,-0.5767018914312607,0.1930094443191749,-0.5768130852512333,-0.5766780681502999,-0.5768328995008865,0.15491836449447854,-7.322762989880827e-05,0.0163892625433312,-0.004333469014053126
840.0,-0.21598067499813997,0.21433855138038635,-0.577214717253079,0.1532046039740338,-0.5770211087594506,-0.5773086323974186,-0.576965987519649,0.1665452772312779,-0.00010371519461019882,0.013558486048447399,-0.003553224048458083
850.0,-0.21697972957993833,0.21289229916583519,-0.5774369555249088,0.1200024674271909,-0.5771211742964151,-0.5774404844844068,-0.5770560003319964,0.18137489865114007,-0.000141958977722284,0.013603984356741074,-0.0021872392949286007
860.0,-0.2178631910233736,0.21111958360887895,-0.5772705516793462,0.0952720628595805,-0.57709028960723,-0.577216903711617,-0.577064699188733,0.1953002443643582,-0.0001714015070763641,0.010846622417426338,-0.003924412441885024
870.0,-0.21870181223653778,0.20929298719316675,-0.5768823986827157,0.0809905551992706,-0.5769945477879195,-0.5770844450109163,-0.577025504458521,0.19879952416505345,-0.0001801002131251837,0.002352378757049783,-0.007476966611021263
880.0,-0.21948346752991538,0.20759972958004946,-0.5766436849428707,0.0789233470096402,-0.5768871530004562,-0.5763994688440982,-0.5770045204511791,0.1887952809544329,-0.00017013258947283513,-0.008092257658818113,-0.008571830523240684
890.0,-0.22018601608306687,0.20608462616277828,-0.5768910523982588,0.0871388230719329,-0.5769518184781536,-0.5767587229701,-0.5770293248641335,0.172800634566733,-0.0001536461612386037,-0.013763213741054091,-0.004990687452764458
900.0,-0.22083861988597223,0.204680151721794,-0.5773782618551376,0.0991440551940703,-0.5770817717030501,-0.5775823674044978,-0.5770492666005858,0.16062937920432538,-0.00014287180897553536,-0.011633669347904083,0.001079496260148601
910.0,-0.22142800132580695,0.20326681812785927,-0.5775045115349424,0.1065893608296013,-0.5770202427583733,-0.5776009051144835,-0.5769706461300012,0.1571722029925987,-0.00014309155150246767,-0.004521477265299658,0.005549431531775637
920.0,-0.22182520182256749,0.20174216835224704,-0.5771262033033796,0.1062878716445875,-0.576719254180889,-0.576996921162121,-0.5767293061987095,0.1617173829175043,-0.00015129525216432674,0.0025727518964941513,0.006666327580947845
930.0,-0.22192518961172303,0.20008878717880424,-0.576561890997986,0.1036276576998718,-0.5762871662361337,-0.5763929874880857,-0.5763231270032407,0.17017051508932934,-0.00016080340813174812,0.007633567925583156,0.006380173126350228
940.0,-0.2218054155767716,0.1983696980765478,-0.575971513106429,0.1072078602902821,-0.575787849648347,-0.5760988908312852,-0.5757902210499717,0.1811646486769905,-0.00016987728123715916,0.013261281880663283,0.0074206348199650765
950.0,-0.22168840427815462,0.19656365143349472,-0.5752469121112386,0.1242963134071284,-0.5751733436350286,-0.5752366013579233,-0.5751824789476951,0.20035822652193225,-0.00018594861644383317,0.02247900718800687,0.0092239400548154
960.0,-0.2218082576111844,0.19446395212799614,-0.5743878988749004,0.1604911302122946,-0.5745234665858533,-0.5744730913411503,-0.5745599885221653,0.23290517918154452,-0.0002172431040345847,0.032370068284702944,0.0075288430198977045
970.0,-0.22226154243512197,0.1918941026864109,-0.573636999436372,0.2181324494799358,-0.5738993410696334,-0.5736742747368176,-0.5739780268988336,0.2711058066643863,-0.00025814928313172065,0.033682607187680694,-0.001019579097039403
980.0,-0.22293829144766075,0.18896845628112452,-0.5733205798986846,0.2915718236004409,-0.5733797672900759,-0.57290614591166,-0.573447621926188,0.29449722382444626,-0.00028602930191296884,0.019333318712158726,-0.013868247027127233
990.0,-0.22364981618627136,0.1860957511515642,-0.5733058612614474,0.3659546644369371,-0.5730085693576099,-0.5734881052505487,-0.5729107667511958,0.28641996753765175,-0.00027688197894627385,-0.006767842231733958,-0.023261449572818272
1000.0,-0.22428082328479346,0.1837837616323,-0.5728596617611609,0.4252215290103698,-0.5724582144881083,-0.5732222121018917,-0.5722864370042888,0.250359424909981,-0.0002270442062517389,-0.03155606973364804,-0.022729015580347643
1010.0,-0.22481600550900321,0.18226456743871197,-0.5717049146523959,0.4625573806022038,-0.5716321471878544,-0.5714310861263542,-0.5715644632398582,0.2049478328095164,-0.00015965558857849592,-0.04383390762318915,-0.01263128650119135
1020.0,-0.2253015692895738,0.18128308699421275,-0.5704044188994892,0.4810167215947179,-0.5708624932477554,-0.5703310801251251,-0.5708494947028717,0.16450909614266934,-0.00010708801003595601,-0.04167679584742894,0.0007231472210135021
1030.0,-0.2257763948678772,0.18042718312033842,-0.5694561552938643,0.4874020487995558,-0.5703176697650534,-0.5696988594859147,-0.5703110316964024,0.13411579301187868,-8.617737944097057e-05,-0.029931865490930763,0.010480728197417272
1040.0,-0.22621747985158985,0.17949440369917202,-0.5690595715655538,0.4855480238221099,-0.570067110789328,-0.5690289213352673,-0.5700959736737912,0.1187836553725117,-9.125739747032945e-05,-0.014997505465942508,0.013745671058892028
1050.0,-0.22656012650547852,0.17845506185984014,-0.5693999093266531,0.4756917234713373,-0.5702558918281125,-0.5692710287051622,-0.5702658399591976,0.120551108028905,-0.00010540331511671376,-0.0023335359931025606,0.012736986577609227
1060.0,-0.22679763377143083,0.1773434605266176,-0.570349981882321,0.4587106036929508,-0.5708553081742553,-0.5704884787386761,-0.5707815222438122,0.13003973942481928,-0.00011047625883470035,0.007106113970061866,0.012527731855335792
1070.0,-0.22715686332673446,0.17635105136942889,-0.571403431361752,0.4382348097507046,-0.5716341691822332,-0.5715937538179481,-0.5715404290113295,0.1416182685121519,-9.102200292236673e-05,0.019242226725522664,0.015395860391831696
1080.0,-0.2281223847756385,0.1758588683790862,-0.5722976982761262,0.4204083568849239,-0.5724528916090659,-0.5723261492194689,-0.572438349441556,0.17089595063922286,-4.264679367252614e-05,0.037596670793099835,0.015788233222530007
1090.0,-0.23001883657813763,0.17609570731566251,-0.5732969806220969,0.4119346020031761,-0.5733320233163409,-0.5730483228227701,-0.5733945440899333,0.22740472895579067,1.894549339262562e-05,0.049388853928148325,0.00421205371357247
1100.0,-0.23259657779327994,0.1768436485184347,-0.5746061872522262,0.4157788491746265,-0.5743050361434807,-0.574489417236038,-0.5743232406249835,0.276389732718662,6.556598878760523e-05,0.03256360593046652,-0.01976200628036019
1110.0,-0.23513028546695053,0.17766959759707962,-0.5758102584524191,0.4295605661736654,-0.5751835292325751,-0.576064497845981,-0.5751156812508313,0.26431582639695494,7.87029830424591e-05,-0.015250502118100482,-0.040659071767158
1120.0,-0.23680981401003173,0.1782759683200232,-0.5763656496291025,0.4466685802808374,-0.5757126865302091,-0.5764444690209223,-0.5756809299324356,0.18514034508938107,6.253254033714503e-05,-0.06403230514125492,-0.03949367524252903
1130.0,-0.23728291294526488,0.17859619179917774,-0.5763962729215201,0.4603255582043072,-0.5759375041014045,-0.5760858342492845,-0.5759981029277927,0.09335174855005152,3.6095486373780056e-05,-0.07869087000778982,-0.014307209376608784
1140.0,-0.23694130887287446,0.178739228421128,-0.576353553921486,0.4654575640870586,-0.5760616266927914,-0.5762774243962404,-0.5761124379090198,0.04238212238613066,1.6907535053333412e-05,-0.05485241713933943,0.015973969768653284
1150.0,-0.2364612861094311,0.17885499526299303,-0.5762519433593495,0.4579505466377189,-0.5760834707039633,-0.5764760617147444,-0.5760933999847034,0.034028344838116203,1.17078574828787e-05,-0.018796114956646723,0.029955580381186515
1160.0,-0.23625217832203507,0.17903233253145262,-0.5759391219000178,0.434343929283676,-0.5759568992138272,-0.5760118227263279,-0.5760108126632306,0.040391566237354806,1.7682510531014305e-05,0.0033506198240638484,0.02297946339396114
1170.0,-0.23638315659048748,0.1792993748120847,-0.5756872625036659,0.3922141492888787,-0.5758107151965424,-0.5754341967928804,-0.5759236356211515,0.044900690622589126,2.7575455999404248e-05,0.006421293194987983,0.007181020938699059
1180.0,-0.2367162005500686,0.17963231107168529,-0.5758146210351998,0.3321323944114549,-0.5757939600473485,-0.575723979162791,-0.5758514911803982,0.044444130143781777,3.2574012346092265e-05,0.0005850695363707368,-0.0030602706913892574
1190.0,-0.23705113774021913,0.1799177822587946,-0.5760520360874374,0.2596986649854629,-0.5757922978477439,-0.5763358171095756,-0.5757560734195005,0.039636977083711084,2.4389898954402376e-05,-0.0026737558043799453,-0.0027114902458845215
1200.0,-0.237232252611929,0.17995887521137882,-0.575951525672669,0.1868245183495104,-0.5755920608629836,-0.575906165915261,-0.5755727220235629,0.03872796597477348,5.941027050770074e-07,0.0019276591642953963,0.003502282530921171
1210.0,-0.23721062750675367,0.17963848647421443,-0.5755446370034969,0.1262039579835244,-0.5752489601086874,-0.5753789603405459,-0.5752619356429783,0.05106863933801329,-3.0299607968974327e-05,0.011487709196846165,0.007500542589140859
1220.0,-0.23705821901894958,0.17906322411200853,-0.5750470130929618,0.082320571190724,-0.5748334360968435,-0.575049957753389,-0.5748268343642281,0.07179549241669331,-5.242621515591488e-05,0.01753448372683979,0.004408709382023977
