time,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,env,Z_RIGHT_WRISTlowpass10,Z_RIGHT_WRISTlowpass30,Z_RIGHT_WRISTguassianfilt,speed,vertical_velocity,acceleration,jerk,labelid,label
450.0,-0.1887026539280601,0.2365113887391011,-0.5655324981887806,0.4048211503868498,-0.5648994065814017,-0.565621326523347,-0.564841668022448,0.262523890334098,5.675997869257719e-05,-0.0151713153901164,-0.0230863445582213,,
460.0,-0.1909946562665887,0.2369950573783732,-0.5661114876080712,0.45361466641399,-0.5656894263576284,-0.5661232391105052,-0.5657264604800268,0.241656618748366,4.794747239264541e-05,-0.0247145120636402,-0.0136462837426157,,
470.0,-0.1932100752539216,0.2373388198519791,-0.5666122121034232,0.4809271477499342,-0.5662973804140458,-0.5662168678580306,-0.5663979478470228,0.2181720142181279,2.39140656552559e-05,-0.0281601137217186,-0.0052475501358661,,
480.0,-0.1949850141816909,0.2371658870068767,-0.5672677978587581,0.4774194659345262,-0.566886970393636,-0.5673221399141644,-0.5668936238780307,0.1877248770949517,-2.3348055888640257e-05,-0.0292300417009374,0.0009345632264156,,
490.0,-0.1961122645166195,0.2362586916629081,-0.5676624203352088,0.4407804935740604,-0.5672973775065685,-0.5679559027098315,-0.5672380484700807,0.160834675739962,-8.163050137285739e-05,-0.0232740026497997,0.0084703599923824,,
500.0,-0.1967860230172614,0.2348578831911108,-0.567507849102122,0.3819804396243872,-0.5674580165206988,-0.5674924571330116,-0.5674797257332503,0.1533074322822406,-0.0001298153256332,-0.0058822055861155,0.0178113486657638,,
510.0,-0.1973904123429313,0.2332705221392351,-0.567278399566694,0.3241422351886753,-0.5675956129868815,-0.5671507077521769,-0.5677108827513121,0.1717058205073814,-0.0001626636096693,0.0191990811715323,0.0234581190416253,,
520.0,-0.1981949499293613,0.2314488314859163,-0.5676065986907924,0.2886244482800683,-0.5679090840653633,-0.5674223141416948,-0.5680121887132741,0.2126261392948308,-0.0001931146323436,0.0403658198541393,0.0184226680369883,,
530.0,-0.1992726680119883,0.2292092928567324,-0.5684682200636486,0.2912425535055218,-0.5684051090880005,-0.5685421038911727,-0.5683804245174546,0.2609165216012519,-0.0002281475824718,0.0437244900357193,0.0009828905752568,,
540.0,-0.2005299898325906,0.2266253085492996,-0.569209341094932,0.3386248206634382,-0.5688549722638601,-0.5693295957734925,-0.568738192778133,0.2885139723343365,-0.0002520266123674,0.0216922166186467,-0.0217376015625262,,
550.0,-0.201775170840061,0.2241086961122355,-0.5693111547111487,0.4178614863339523,-0.5691142236913573,-0.5695164017966228,-0.5690268008474162,0.2708242297374534,-0.0002392662847384,-0.0184827825679827,-0.0364882560593042,,
560.0,-0.2027987267515979,0.2222220683963108,-0.5690239738980156,0.4928216567048504,-0.5692287179767067,-0.5688934617534362,-0.5692774742241407,0.2096464143031369,-0.0001827674311034,-0.0552140472121586,-0.0324113964005074,,
570.0,-0.2034898810772807,0.2212389749339656,-0.5691017250856782,0.5271208481224255,-0.5694776193134197,-0.5686990213372702,-0.5695797546657857,0.1366922500054577,-0.0001064022586528,-0.0662502564252135,-0.0096738193890066,,
580.0,-0.2039376459781861,0.2208737568040824,-0.5697483216069225,0.5020097657834574,-0.570005904744829,-0.5700876246667671,-0.5699930774975431,0.089825241229806,-4.742995110867136e-05,-0.0448227698236265,0.019236388371854,,
590.0,-0.2044185489687803,0.2206294596280973,-0.5704419022134228,0.42192408176354,-0.5705387793779171,-0.5707015358246055,-0.5705087524174368,0.0870082664868302,-2.678891266361064e-05,-0.0038010649892265,0.0372143893844793,,
600.0,-0.2052900557732407,0.2202221050148877,-0.5710228733006548,0.3115855734454361,-0.5710311305998623,-0.5706637153468135,-0.5710804300058174,0.1228390055444556,-3.795012451891158e-05,0.0332187132759506,0.0333596955121515,,
610.0,-0.2067529759521181,0.2196055046980536,-0.5717621783855479,0.2044812891092535,-0.5716369011940617,-0.5717034587892016,-0.5716536281955887,0.1740051127796751,-5.968289755499261e-05,0.0448190615380078,0.009784817392891,,
620.0,-0.2086435986880904,0.2188615150574463,-0.5724998185109891,0.1247215015095356,-0.5722094057641061,-0.5727762518195316,-0.5721682342972744,0.2043399697684659,-7.248204093452758e-05,0.0234649914385974,-0.01904461969245,,
630.0,-0.2104770476259401,0.2181638318621952,-0.5729135590645261,0.0788313897096926,-0.5725721710807536,-0.5728102661958965,-0.5725713673179694,0.1854794624824285,-6.58290523682255e-05,-0.0173466766071438,-0.0347503902861902,,
640.0,-0.2116778115088892,0.2177373049382429,-0.5731061533151728,0.0641781879987962,-0.5728158567843121,-0.57296390334276,-0.572838712114329,0.1249572205696485,-4.04064264279099e-05,-0.0495706196887113,-0.0277689485944569,,
650.0,-0.2119896014510586,0.2176927977516711,-0.5732395191450641,0.076179108468855,-0.5729832693078598,-0.5732319366003382,-0.57297631962099,0.0647305960265646,-7.753300818601064e-06,-0.0525986815341853,-0.0051206763031935,,
660.0,-0.2117040122614307,0.217908590265622,-0.5731991759093499,0.1109183832349218,-0.5730436952240464,-0.5733130235216992,-0.573012662200659,0.0385828719978343,1.689675828511267e-05,-0.0310429397401342,0.0153799840051396,,
670.0,-0.2112876214002043,0.2181751671163297,-0.5729187328545224,0.1638366634572405,-0.5729978974090941,-0.5730184320036662,-0.5730013850872935,0.0397215171102073,2.5712606297271937e-05,-0.0071349017295767,0.02057485222184,,
680.0,-0.2109562514722175,0.2183787425105615,-0.5726940030814632,0.2250607420521457,-0.5729582846678969,-0.5724388819633941,-0.5730153348113045,0.0435887446305108,2.2267639475213724e-05,0.0029903028397188,0.0119329741154281,,
690.0,-0.2106996993543522,0.2185119463392719,-0.5728320277835167,0.2755199921276934,-0.5731062613565117,-0.572893626515079,-0.5731135374167025,0.0416795552997431,1.5201389083764175e-05,0.0006300360194161,0.0010087056503524,,
700.0,-0.2104637105437626,0.2186098781194319,-0.5731958569910597,0.29942232517347,-0.5733584940447722,-0.5732790443462585,-0.5733148603177591,0.0373155300868725,1.0128224947599397e-05,-0.00384235706747,-0.0025270307141472,,
710.0,-0.2102373509986427,0.2186943170111757,-0.5734902481777868,0.2960646136212206,-0.573654267282616,-0.5735562673640011,-0.5736135814307326,0.0332495525144864,7.532658282951963e-06,-0.0021353636241698,0.0020221445298577,,
720.0,-0.2100528032918031,0.2187553576537629,-0.5737026100509891,0.2775918398844062,-0.5739988806193703,-0.5737873590008673,-0.5740126666020114,0.0369173866204036,5.808347518964405e-06,0.0073944348972791,0.0079348007907243,,
730.0,-0.2099295190064298,0.2187848075896704,-0.5741291856754345,0.2586594557463893,-0.5744452703345251,-0.5739841875390842,-0.5745214586150614,0.0566614861858785,4.008178992796848e-06,0.0181613133147568,0.007534156477966,,
740.0,-0.2098475274777994,0.2187948748723869,-0.5750214831722051,0.2487271067133761,-0.5750687936745928,-0.5749088382769454,-0.5751121742274719,0.0829229505530134,1.3273675271432462e-06,0.0188745233695196,-0.0010022357270491,,
750.0,-0.2098049849117277,0.2187714781954595,-0.5761270840004094,0.2499448149953639,-0.5757500234207381,-0.576153153448809,-0.5756937029325585,0.0910268143593534,-4.09978330153988e-06,0.0052315558522935,-0.0111773588391525,,
760.0,-0.2098528935454555,0.2186476638624123,-0.5768151564258995,0.2601111993786247,-0.5762588476312993,-0.5770757880246239,-0.5761540614237711,0.0727939728231335,-1.350326906358516e-05,-0.0124144407754776,-0.0134859668984445,,
770.0,-0.2100145588347349,0.2183816128134295,-0.576824219312965,0.2748577534095435,-0.5764554872209362,-0.5766791182450486,-0.5764422778025929,0.0489546749732484,-2.5016392012792103e-05,-0.0182706564185296,-0.0046929339405257,,
780.0,-0.2102428652933402,0.2180172053102837,-0.5765471933867861,0.2889049367237263,-0.576537613362953,-0.5764426764668873,-0.5766030688923038,0.0421168546160643,-3.51538172310204e-05,-0.0071356688980042,0.0086169482496442,,
790.0,-0.2105610501792238,0.2176054930022481,-0.5764457410289994,0.296569357636177,-0.5766434307367896,-0.5765854310736828,-0.576728679711829,0.0566222955400914,-4.242930832073605e-05,0.0121779336692806,0.01625046088803,,
800.0,-0.2111533793981501,0.2171328581502888,-0.5767101122127669,0.291902452029874,-0.5767906911237829,-0.5764759020148087,-0.576876826948139,0.085757239312797,-4.749859280590424e-05,0.0267784479761267,0.0134915201848366,,
810.0,-0.212156770039194,0.2165877087253348,-0.5772366676715731,0.2709083542672217,-0.577038032169779,-0.5772374345262407,-0.577029016194925,0.1179311567086563,-5.139768788987568e-05,0.0297481075294509,0.0041380015861236,,
820.0,-0.2134544131069874,0.2160032365226705,-0.5775486517699688,0.2351715550813101,-0.5771977191639125,-0.5778824913046203,-0.5771196980367052,0.1409026369746731,-5.7472033648324654e-05,0.0233767655855566,-0.0040042299779944,,
830.0,-0.2147914531136482,0.2153257014545553,-0.5773738352585396,0.1930094443191749,-0.5771079509996715,-0.5772023565999505,-0.577103656524327,0.1530979580467525,-7.322762989880827e-05,0.0158224620528038,-0.0060503819699008,,
840.0,-0.2159806749981399,0.2143385513803863,-0.5770407241480862,0.1532046039740338,-0.5769585082730171,-0.57679322138886,-0.5769937462477908,0.1640441616730214,-0.0001037151946101,0.0132432662527308,-0.0034889880832081,,
850.0,-0.2169797295799383,0.2128922991658351,-0.5767857098267584,0.1200024674271909,-0.5768469274291536,-0.5771050152121044,-0.5768411731175013,0.1798780135854166,-0.0001419589777222,0.0139282195555706,-0.0016281878145269,,
860.0,-0.2178631910233736,0.2111195836088789,-0.5765503928446433,0.0952720628595805,-0.5766678311926929,-0.5764417688127392,-0.5766988284694398,0.1945478607947381,-0.0001714015070763,0.0112478782768375,-0.0037223838128417,,
870.0,-0.2187018122365377,0.2092929871931667,-0.5764327416880861,0.0809905551992706,-0.5765663446428549,-0.5763011043110472,-0.5766015903936393,0.1975261637653884,-0.0001801002131251,0.0022146189406953,-0.0077577828357729,,
880.0,-0.2194834675299153,0.2075997295800494,-0.5764625660478209,0.0789233470096402,-0.5765613929521406,-0.5766753442002752,-0.5765606102473576,0.1865566361208553,-0.0001701325894728,-0.008727769214119,-0.009085748947015,,
890.0,-0.2201860160830668,0.2060846261627782,-0.5764973494798143,0.0871388230719329,-0.5765377363447448,-0.5764198197340515,-0.5765659593877973,0.1697895043555767,-0.0001536461612386,-0.0146126573107586,-0.005547449876904,,
900.0,-0.2208386198859722,0.204680151721794,-0.5765465194999297,0.0991440551940703,-0.5765457806287149,-0.5765944514105179,-0.5765919762863092,0.1572307122999504,-0.0001428718089755,-0.0127614407358385,0.0007198456958607,,
910.0,-0.2214280013258069,0.2032668181278592,-0.5767076853394928,0.1065893608296013,-0.5765390198766653,-0.576622403198487,-0.5765922808040691,0.1530325530406562,-0.0001430915515024,-0.0057304262681337,0.0061081242842264,,
920.0,-0.2218252018225674,0.201742168352247,-0.5769529954430719,0.1062878716445875,-0.5764839830976758,-0.5768101983017517,-0.5764895452868486,0.1563683880444647,-0.0001512952521643,0.0030299693462373,0.0089759671944196,,
930.0,-0.221925189611723,0.2000887871788042,-0.5769719475256284,0.1036276576998718,-0.5762726185416247,-0.5770394419841742,-0.5761928635329748,0.1675781254097848,-0.0001608034081317,0.0122950685334163,0.0099583939593116,,
940.0,-0.2218054155767716,0.1983696980765478,-0.5763279910858591,0.1072078602902821,-0.5757446436117698,-0.5764533958448997,-0.5756566915824625,0.1890168083459663,-0.0001698772812371,0.0218042851543491,0.0098157528987506,,
950.0,-0.2216884042781546,0.1965636514334947,-0.5750132154894843,0.1242963134071284,-0.5749298176963317,-0.5750100365110983,-0.5749396814526659,0.2191532205237243,-0.0001859486164438,0.0299068631924253,0.0078851342311923,,
960.0,-0.2218082576111844,0.1944639521279961,-0.5736177555553547,0.1604911302122946,-0.5740777040714162,-0.5735561532702076,-0.5741943389065708,0.2519203255076575,-0.0002172431040345,0.0333185631064768,0.0026210285038372,,
970.0,-0.2222615424351219,0.1918941026864109,-0.5728293150840182,0.2181324494799358,-0.5734352522095895,-0.5727586916386025,-0.5735718525613975,0.2809016562478719,-0.0002581492831317,0.0280686791980258,-0.0064716811925358,,
980.0,-0.2229382914476607,0.1889684562811245,-0.5728389056446839,0.2915718236004409,-0.5730742236586237,-0.5726432067342913,-0.5731150345656739,0.2960644043164086,-0.0002860293019129,0.0114658432606764,-0.0169506177315962,,
990.0,-0.2236498161862713,0.1860957511515642,-0.5730958810082942,0.3659546644369371,-0.5728660494266246,-0.5734364963496726,-0.5727385612360645,0.2837267556010233,-0.0002768819789462,-0.0137048024184353,-0.0234740313921169,,
1000.0,-0.2242808232847934,0.1837837616323,-0.5728504888107534,0.4252215290103698,-0.5724615651298506,-0.5729195232588716,-0.5723182742324023,0.242561963657528,-0.0002270442062517,-0.0371960100975811,-0.0210952473258789,,
1010.0,-0.2248160055090032,0.1822645674387119,-0.5720275597007264,0.4625573806022038,-0.5718791044934474,-0.5717163224691629,-0.5718061250508465,0.1912163402667518,-0.0001596555885784,-0.0475744028185812,-0.0098059484584883,,
1020.0,-0.2253015692895738,0.1812830869942127,-0.5710057994913993,0.4810167215947179,-0.5713298927403444,-0.5712956061175818,-0.571273527951818,0.1500195431180552,-0.0001070880100359,-0.041583426016407,0.0044060408262262,,
1030.0,-0.2257763948678772,0.1804271831203384,-0.5701150804068462,0.4874020487995558,-0.5708416942748047,-0.5700705316733261,-0.570868294104043,0.1255098187623586,-8.617737944097057e-05,-0.0255837361331415,0.0138251046364706,,
1040.0,-0.2262174798515898,0.179494403699172,-0.5697655920264352,0.4855480238221099,-0.5706718496113585,-0.5696662244438584,-0.5707322275715656,0.1171464249888319,-9.125739747032943e-05,-0.0091754142567273,0.0149185696272459,,
1050.0,-0.2265601265054785,0.1784550618598401,-0.5701780901255138,0.4756917234713373,-0.5709183685862479,-0.5703103680134898,-0.5709265756643684,0.1220738125226904,-0.0001054033151167,0.0011693364896825,0.0109015922676874,,
1060.0,-0.2267976337714308,0.1773434605266176,-0.5711176476452091,0.4587106036929508,-0.5714491878680595,-0.5710040130847414,-0.5714047874893773,0.1303284849605713,-0.0001104762588347,0.0063577937180779,0.0087361362130412,,
1070.0,-0.2271568633267344,0.1763510513694288,-0.5721212848445629,0.4382348097507046,-0.5721531548350036,-0.5723622303013979,-0.5720517168423874,0.1375150594516911,-9.102200292236672e-05,0.0147821651441177,0.0118194487092767,,
1080.0,-0.2281223847756385,0.1758588683790862,-0.5728553020342648,0.4204083568849239,-0.5728038716210253,-0.5729046674676364,-0.572756121289669,0.1606693674842367,-4.264679367252614e-05,0.0316013425293997,0.0143234686857817,,
1090.0,-0.2300188365781376,0.1760957073156625,-0.573461256076432,0.4119346020031761,-0.5734201639014097,-0.5732108712072147,-0.5734534140511586,0.2117683249469305,1.894549339262562e-05,0.0447822630456565,0.0055443209679413,,
1100.0,-0.2325965777932799,0.1768436485184347,-0.574216772674276,0.4157788491746265,-0.5740923997368784,-0.5742863647423556,-0.5741090237613276,0.259628591499954,6.556598878760523e-05,0.0317592763180754,-0.0163761879334323,,
1110.0,-0.2351302854669505,0.1776695975970796,-0.5750279111003237,0.4295605661736654,-0.574696009372073,-0.5749500075784509,-0.5746840866691739,0.252081703168156,7.87029830424591e-05,-0.0118573200562334,-0.0368433836506968,,
1120.0,-0.2368098140100317,0.1782759683200232,-0.5755805248209646,0.4466685802808374,-0.5751803935299027,-0.5756011574622195,-0.5751392507081511,0.1797289172818211,6.253254033714503e-05,-0.0580369680648109,-0.0366532916989467,,
1130.0,-0.2372829129452648,0.1785961917991777,-0.5756535036590957,0.4603255582043072,-0.57548247858243,-0.5759587628209366,-0.5754730964114025,0.0936737637705884,3.6095486373780056e-05,-0.0717726558929399,-0.0129086322961746,,
1140.0,-0.2369413088728744,0.178739228421128,-0.575516136791589,0.4654575640870586,-0.5756139373386505,-0.5753429880137282,-0.5757351114908972,0.0490374456607374,1.6907535053333412e-05,-0.0477513030016631,0.0160467272017062,,
1150.0,-0.2364612861094311,0.178854995262993,-0.5758517430937953,0.4579505466377189,-0.5758397688015346,-0.575329283214924,-0.5759718584162375,0.0485031191768038,1.17078574828787e-05,-0.0124896432625698,0.0286982526701136,,
1160.0,-0.236252178322035,0.1790323325314526,-0.5766155543665976,0.434343929283676,-0.5762244848914426,-0.5767894127593196,-0.5761644708931454,0.0591985869346414,1.7682510531014305e-05,0.0071175531544111,0.0203858542465869,,
1170.0,-0.2363831565904874,0.1792993748120847,-0.5767760472501935,0.3922141492888787,-0.5763795851059672,-0.5775836863050259,-0.5762576798910608,0.0627075334211212,2.7575455999404248e-05,0.0067420267639803,0.0039946250621598,,
1180.0,-0.2367162005500686,0.1796323110716852,-0.5761220408781306,0.3321323944114549,-0.5761134363475497,-0.5757356569010113,-0.5762479426748918,0.060515787672325,3.2574012346092265e-05,-0.0015516857166166,-0.0051120912995508,,
1190.0,-0.2370511377402191,0.1799177822587946,-0.5758814295041687,0.2596986649854629,-0.5759614254798152,-0.5750401049834272,-0.5761822528974208,0.0545242245119109,2.4389898954402376e-05,-0.0048239407408365,-0.0018567257705919,,
1200.0,-0.237232252611929,0.1799588752113788,-0.576457408881394,0.1868245183495104,-0.576096359432713,-0.5770010896847798,-0.5760554146191542,0.0516847224523925,5.941027050770074e-07,0.0032031850936688,0.0071093779769462,,
1210.0,-0.2372106275067536,0.1796384864742144,-0.576670240027545,0.1262039579835244,-0.5759161170327374,-0.5769526868635847,-0.5757786202338064,0.0676864635091654,-3.0299607968974327e-05,0.0179605336465957,0.0102760714080841,,
