time,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,env,Z_RIGHT_WRISTlowpass10,Z_RIGHT_WRISTlowpass30,Z_RIGHT_WRISTguassianfilt,speed,vertical_velocity,acceleration,jerk,labelid,label
0.0,-0.1845894865978837,0.2995434847376944,-0.5256902405554037,0.0198325848455997,-0.5257455419898336,-0.5256903132263359,-0.5348793602653521,-7.765965936100926e-06,5.244288544615019e-09,-4.2879071640022914e-06,-1.1465436937155291e-06,,
10.0,-0.1837166896589274,0.2961273620272825,-0.5336596648829555,0.0180002745005905,-0.5334292409556799,-0.5333607549037335,-0.5378220778249516,0.6285248491137172,-0.0002412617844909,0.3196137073825246,0.0958556257612894,,
20.0,-0.1828420975533554,0.2926639002284922,-0.5420856554421593,0.0196629255719302,-0.5411059605113189,-0.5417366601587756,-0.542932180314635,0.9417932643125964,-0.0003600505394455,0.3241933204829407,0.0221415953947964,,
30.0,-0.1819697046727836,0.2892981887487803,-0.5503808849814933,0.0288004853360587,-0.5484660780694713,-0.5504503845839434,-0.5490566422418364,0.9259778027050882,-0.0003536751158136,0.0879956651014672,-0.1285434792020227,,
40.0,-0.1811120650618104,0.2863920860775789,-0.5572625113740295,0.0505236661178792,-0.5549668962213676,-0.5577722966400747,-0.5551714813238131,0.761348046510336,-0.0002896034627605,-0.1175067511682723,-0.1726927384327001,,
50.0,-0.1802812977652597,0.2841836169004849,-0.5623914042459472,0.0907594747647738,-0.560304685244496,-0.56219618586657,-0.5606671968856014,0.6011482910139572,-0.0002205895839971,-0.1702246374351798,-0.0901446436114433,,
60.0,-0.179474472275697,0.2824798534573658,-0.5669171583105841,0.1565783573447766,-0.564792057055503,-0.5658551423551348,-0.5652883251799848,0.5018604619054697,-0.000176710535964,-0.1267684331897952,0.0104424217732356,,
70.0,-0.1786591278941362,0.2807988350973535,-0.5714278952905234,0.2537631724697481,-0.5686745633085202,-0.5713613676950204,-0.5688922277129309,0.4411054885953575,-0.0001756631492083,-0.0740911912752384,0.0530957821729772,,
80.0,-0.1777718586686674,0.2786757327944416,-0.5745701925856567,0.3793541476301855,-0.5713840920748336,-0.5751528479537067,-0.571333381222892,0.3869491081391756,-0.0002157389125285,-0.0433162123070431,0.0451398271562514,,
90.0,-0.1767600386993731,0.2759149572692631,-0.5750855153983794,0.5143482542176048,-0.5725316324785638,-0.5750436599238267,-0.5725825340859887,0.3512526114124826,-0.0002727152415592,-0.0249304597871173,0.0230997114507801,,
100.0,-0.1756484285829151,0.2727146470063489,-0.5737833481910773,0.6234139204478063,-0.5725820204308366,-0.5733398357706623,-0.5728652837268289,0.3454833568329096,-0.0003123363680766,-0.0145699030708144,0.0045753136147194,,
110.0,-0.1745944823460052,0.2695286434003425,-0.5724127422019815,0.6727508193522451,-0.5722548738081171,-0.5719902800987975,-0.572595285570468,0.3357937186636013,-0.0003107914604813,-0.0212152820949962,-0.0095767964769238,,
120.0,-0.1738531554850362,0.2668155569661002,-0.5716664379739311,0.6563972467530411,-0.5719697067973779,-0.5721291047330777,-0.5721670241294009,0.2896049350727787,-0.0002692134003718,-0.0423715523055135,-0.0161987723409668,,
130.0,-0.1735554796891452,0.264760449294857,-0.5712392571395705,0.585540169026107,-0.5716507968093212,-0.5715229815452035,-0.5718169743749861,0.2223922383948681,-0.0002118674256353,-0.0566604227657452,-0.0090754850921624,,
140.0,-0.1735594882226765,0.2631473936930692,-0.5712045278340104,0.4761392028217672,-0.5714078445372417,-0.5706367207428994,-0.571606828739396,0.1720136036769794,-0.0001683276959408,-0.0466009350444322,0.0090655869603528,,
150.0,-0.1736496726664768,0.2616212858206392,-0.5717608316360545,0.3496714970495647,-0.5714213695508537,-0.571681227411215,-0.5714522392485297,0.157493043160551,-0.0001538736908388,-0.0169347040803681,0.0245935866750971,,
160.0,-0.1737590837411354,0.2599738938702729,-0.572136040475462,0.2322408617418935,-0.5713187269050926,-0.5726087270245124,-0.5711838069406018,0.173454054608294,-0.0001642677059958,0.0121959497880493,0.0251189121049073,,
170.0,-0.1739100634964211,0.2581495281078343,-0.5714647937491676,0.1434362226947309,-0.5707175077691251,-0.5715537623523165,-0.5706635218879416,0.2018737654650702,-0.0001837283873136,0.0231881287189147,0.0108880711603027,,
180.0,-0.1740983248099339,0.256200074033896,-0.5701233493378284,0.0888726279300455,-0.5697663082769762,-0.5696940778328135,-0.5698734828013857,0.2182615053738021,-0.0001930005216101,0.0131145755693351,-0.0061827978304586,,
190.0,-0.174327594206799,0.2543581643277928,-0.5689934773731329,0.0624708196126445,-0.5687961681532201,-0.5687862153000547,-0.5688835855089024,0.2074815120409152,-0.0001754469356735,-0.0052337705276019,-0.013739441278812,,
200.0,-0.1746663455235091,0.253023807170213,-0.5680784736644471,0.0530727752796876,-0.5678066950112773,-0.5683095916276384,-0.5677611066993561,0.1834253395047535,-0.0001277137190854,-0.0153275029475935,-0.009891678144151,,
210.0,-0.1751762313068547,0.2524156923275011,-0.5667645892251488,0.0515275889279567,-0.5666243961865203,-0.5670324759337547,-0.5665529391358894,0.1707765678189538,-6.741176946263163e-05,-0.0141219167279811,-0.0036378066779005,,
220.0,-0.1758148571505817,0.2523022892783569,-0.5650335834917742,0.0529219876685642,-0.5652968761304941,-0.5649039424018172,-0.5653347627323885,0.1661423948474251,-2.174919139895753e-05,-0.0141433022704674,-0.0040219729728201,,
230.0,-0.1764395245822574,0.2522857100045776,-0.5635830314085045,0.0567683898256494,-0.5641254604049096,-0.5633032182887614,-0.5642161820488432,0.1444021330339054,-3.5772605097257804e-06,-0.0251738719554705,-0.0094749249688244,,
240.0,-0.1768811429757343,0.2521840536174695,-0.5627825764507285,0.0657058557300497,-0.5632707959573731,-0.56298477011051,-0.5632752887258401,0.1002066441122991,-2.5625094720900155e-06,-0.039398096012305,-0.0094587996727965,,
250.0,-0.1770663263160542,0.252052923147353,-0.5623087219155887,0.0840355227059943,-0.5625620397563317,-0.5624713545445069,-0.5625098795702919,0.0565893025093995,-3.0111490027757216e-06,-0.0389097225280753,0.0035949593006191,,
260.0,-0.1770807192259081,0.2519693926512452,-0.5618624641244022,0.1165367245417928,-0.5619139622198628,-0.5616374019659682,-0.5618597074333994,0.0401066572487948,-8.202275205740907e-06,-0.0134408787235918,0.0252634741016218,,
270.0,-0.1770539470171769,0.2517011073230614,-0.561363985971431,0.164408754902824,-0.5613608903117482,-0.5614416986300101,-0.5612645459018293,0.0679369731788457,-4.214373480798459e-05,0.0307983971271666,0.0412477702348854,,
280.0,-0.1770332259386674,0.2506287252582633,-0.5606522646590462,0.2188337469356164,-0.5607925350009378,-0.5608356257691233,-0.560710117082486,0.1428497026152116,-0.0001214448812559,0.0731203507447637,0.0374841287511769,,
290.0,-0.1770020873429026,0.2483355218608709,-0.5597893217517316,0.2574062230890368,-0.5602272283359896,-0.5598097763314599,-0.5602419456387755,0.2394045013189795,-0.0002253620318347,0.0876516009363225,0.0107258324002016,,
300.0,-0.176950850745946,0.2451608294797029,-0.5592777227712644,0.2574830195312168,-0.5598416315734083,-0.5590958736778686,-0.5599282021107238,0.3076420186797208,-0.0003012918926641,0.0596700732373771,-0.0268642555906743,,
310.0,-0.1769143186711512,0.2419621770357508,-0.5594654058142476,0.2190173331742925,-0.5597574079593601,-0.5592922115811498,-0.5597873561019678,0.3073500441367298,-0.0003052501844113,-1.8207820745465637e-05,-0.0535040488377078,,
320.0,-0.1769638197955651,0.2395609425919425,-0.5599378822943124,0.1665815014280071,-0.5598506327448058,-0.5602455741158918,-0.5597534820009384,0.239939331393387,-0.000237712893672,-0.0586167023894759,-0.0523294856387705,,
330.0,-0.1771414455440809,0.2382623501578352,-0.5599928486869735,0.124083608277093,-0.5598097960655273,-0.5602585750362086,-0.5597269284164452,0.1468575028700643,-0.0001420214964317,-0.084069496734782,-0.0243069654322265,,
340.0,-0.1774120302660582,0.2376926385996764,-0.5596977091463027,0.1001951660282769,-0.5596089020562977,-0.5593415717529993,-0.559645614642741,0.0766836562006264,-6.934198471127416e-05,-0.0676803596634993,0.0118890879152771,,
350.0,-0.1777032027287461,0.2372718962351408,-0.5596471449719812,0.0931489333975194,-0.5594859128449148,-0.5592914822685706,-0.5594890422715306,0.0526351168519768,-4.31720755335089e-05,-0.0275120756401765,0.0337595461888087,,
360.0,-0.1779529246575622,0.2367025905337106,-0.5596911051773371,0.0963613749289904,-0.5594086686759099,-0.5600677735817735,-0.5592463888774855,0.0672819467334981,-5.324643877531568e-05,0.007547242535634,0.0314526554117298,,
370.0,-0.1781134296314381,0.2359478277234726,-0.5591144763331881,0.1051414699596249,-0.5590959377156591,-0.5594856775372261,-0.5589413195581641,0.0940413355659673,-7.46295161264548e-05,0.0191443977675533,0.0139043441577677,,
380.0,-0.1781928529121603,0.2350812430533195,-0.5580914677726303,0.1183211710772523,-0.5586681711318239,-0.5576658832462245,-0.5586884708227929,0.105337206087878,-8.521921907909097e-05,0.0121973223453839,-2.3538244269722106e-05,,
390.0,-0.1783875472101669,0.2343028636889857,-0.5575664900617342,0.1354123275986718,-0.5586209705666451,-0.5575086280695942,-0.5586739755870417,0.1021051176039765,-7.149964241818031e-05,0.0088591844465793,0.0014330317814782,,
400.0,-0.1790870228667434,0.2339325352625652,-0.5578955352936183,0.1567275657041321,-0.5590449169562063,-0.5583209006910812,-0.5590546231035808,0.1187436262981325,-3.262423399784713e-05,0.0245584030971064,0.0124766458760747,,
410.0,-0.1805074860744125,0.2341443711564731,-0.5589229481341865,0.1851756549291406,-0.5598305807154359,-0.5587763827084384,-0.5598750226421624,0.1756286434609656,1.6271808169205684e-05,0.0489966250708316,0.0167168948394869,,
420.0,-0.1824184631134147,0.2347543107287326,-0.5606050614160515,0.2258165840155424,-0.5610429939176281,-0.5605054655226058,-0.5610511446139806,0.2448402714401175,5.293685196674404e-05,0.0570796014549132,0.0052885889104355,,
430.0,-0.1844607439752675,0.2354349655316545,-0.5626375050028134,0.2812301263541943,-0.5624787706471717,-0.5627804661095098,-0.5624019053963554,0.2838105831181732,6.616180238469222e-05,0.0383888239118464,-0.0137613281012314,,
440.0,-0.1865294611384635,0.236014065873315,-0.5644059960208359,0.3443563734165883,-0.5638106378633848,-0.5643640422837127,-0.5637167989882274,0.2826059830202178,6.312305285021289e-05,0.0075755270936842,-0.0252536259305051,,
