time_ms,env
0.0,0.027659856727915506
10.0,0.02759857611662462
20.0,0.027543355670266802
30.0,0.027536869941553684
40.0,0.027652883933320837
50.0,0.02799534820326161
60.0,0.02867761365635653
70.0,0.029766101210477437
80.0,0.03117409830997648
90.0,0.032585077029764015
100.0,0.033643918818982335
110.0,0.03423594390806252
120.0,0.03445174781034408
130.0,0.03443770169756941
140.0,0.03430184158462283
150.0,0.03408768828121157
160.0,0.03382689298552087
170.0,0.03360156140203139
180.0,0.033484442117702504
190.0,0.0334534216459237
200.0,0.033419221219508626
210.0,0.03318666326658926
220.0,0.032624116217743575
230.0,0.03198111374305126
240.0,0.031414928465526286
250.0,0.030993463958171874
260.0,0.030732629100459572
270.0,0.03064765390999916
280.0,0.030727494410629726
290.0,0.03094359657753928
300.0,0.031237352306304693
310.0,0.03148713187048948
320.0,0.03160607638336527
330.0,0.031607249950552196
340.0,0.03153002476464587
350.0,0.031442159498372334
360.0,0.031386710419922186
370.0,0.03142913887359612
380.0,0.031552559077594404
390.0,0.03164681795442458
400.0,0.031619159543942496
410.0,0.03144541143182637
420.0,0.03139441937937492
430.0,0.03180340161152329
440.0,0.032857225075089785
450.0,0.03464030497106689
460.0,0.037073765850599974
470.0,0.039659509247331116
480.0,0.04161635595072155
490.0,0.04255382299014344
500.0,0.04293737469134303
510.0,0.043228731878634366
520.0,0.043412082936359245
530.0,0.04345212517801846
540.0,0.04364094721204368
550.0,0.044369741536314365
560.0,0.04581819349990968
570.0,0.047777423013355955
580.0,0.049425516936959596
590.0,0.05018266052170039
600.0,0.05011990607056133
610.0,0.049554503304776884
620.0,0.04885100882451583
630.0,0.048251176254591
640.0,0.04788673923736605
650.0,0.047964067489899974
660.0,0.0485320132386541
670.0,0.04923243602396448
680.0,0.04969438944719835
690.0,0.04989093503780409
700.0,0.04992502715689611
710.0,0.04991807309134726
720.0,0.0498284850179111
730.0,0.049559079932093804
740.0,0.04943326841081148
750.0,0.049302979673983484
760.0,0.04903612505118175
770.0,0.049065076346048266
780.0,0.04973667715738932
790.0,0.05049906734273554
800.0,0.05075197102809715
810.0,0.05033105431468735
820.0,0.04950047112228973
830.0,0.048691459559205834
840.0,0.048376989253472766
850.0,0.048814708616923164
860.0,0.049761396322445146
870.0,0.05077169621026751
880.0,0.051741865373278524
890.0,0.05261332533246052
900.0,0.05307357121254158
910.0,0.052956694514593755
920.0,0.05219389620757298
930.0,0.051060497157832965
940.0,0.04954329607854029
950.0,0.04792587308825076
960.0,0.046684240631857714
970.0,0.045899295102990935
980.0,0.04545585989142947
990.0,0.04524252974793651
1000.0,0.04529078612449649
1010.0,0.045856357743069794
1020.0,0.04699169052871118
1030.0,0.048672204412601464
1040.0,0.05070069649936024
1050.0,0.052967486521148646
1060.0,0.055142619374530626
1070.0,0.05678019283582442
1080.0,0.057768650149064835
1090.0,0.057752138457858156
1100.0,0.05682445360398905
1110.0,0.055332331930394524
1120.0,0.054010350255280774
1130.0,0.053787783673903904
1140.0,0.05578923696275442
1150.0,0.06124496900216482
1160.0,0.07091811199967502
1170.0,0.08448913440131653
1180.0,0.09917487542116475
1190.0,0.10901225462745291
1200.0,0.1086316534629106
1210.0,0.09798031037630638
1220.0,0.08393879537365337
1230.0,0.07396059863714205
1240.0,0.07138268222281074
1250.0,0.07541957041010316
1260.0,0.08190571072852307
1270.0,0.08437850822234734
1280.0,0.08275411079895464
1290.0,0.08085984409665438
1300.0,0.07974624636174799
1310.0,0.07880093851562103
1320.0,0.07801782040770161
1330.0,0.07767799186922628
1340.0,0.07792380619897517
1350.0,0.07917576833489419
1360.0,0.08142262116675325
1370.0,0.08445591723658345
1380.0,0.08785030881252116
1390.0,0.09146796966432252
1400.0,0.09565750583636035
1410.0,0.10071828048291366
1420.0,0.10691456274356649
1430.0,0.11432447551763812
1440.0,0.12163497664525373
1450.0,0.12750185589487123
1460.0,0.13155283533409917
1470.0,0.1328302805335982
1480.0,0.1299727928286307
1490.0,0.1253271607588105
1500.0,0.12031904577967284
1510.0,0.11450838843112024
1520.0,0.10618560122591343
1530.0,0.09514803596529565
1540.0,0.08337678988402573
1550.0,0.07269407011737998
1560.0,0.0642240993065873
1570.0,0.058509504818855626
1580.0,0.055328790227274646
1590.0,0.05407683640339073
1600.0,0.0540262716477302
1610.0,0.05423762521041387
1620.0,0.05408826765352554
1630.0,0.05290399993788098
1640.0,0.050471871642265055
1650.0,0.047412522543401524
1660.0,0.04425513017491392
1670.0,0.04108345486208622
1680.0,0.037648407905056934
1690.0,0.03357690642162266
1700.0,0.02858070796972225
1710.0,0.023406532420467287
1720.0,0.02086731757669764
1730.0,0.02648034005693218
1740.0,0.04835106070856288
1750.0,0.09581918902877179
1760.0,0.17596427473994364
1770.0,0.28638385693547114
1780.0,0.4046768731355549
1790.0,0.4934338840015554
1800.0,0.5269116029197781
1810.0,0.509453498791838
1820.0,0.4645190030684124
1830.0,0.4176727110788104
1840.0,0.38467286615005103
1850.0,0.3713933436115631
1860.0,0.37607145939998665
1870.0,0.3926385815863929
1880.0,0.4134476601280987
1890.0,0.42984055996059856
1900.0,0.4331667258921381
1910.0,0.4184664998664589
1920.0,0.38340304233319705
1930.0,0.32859890441209355
1940.0,0.25884752402605743
1950.0,0.18439261340841745
1960.0,0.118711298467724
1970.0,0.0706504758368805
1980.0,0.041924937083327944
1990.0,0.033136762336009054
2000.0,0.04707305334628241
2010.0,0.08914890157064485
2020.0,0.16569023628367088
2030.0,0.2772657924532798
2040.0,0.4089882222196942
2050.0,0.5236789572206114
2060.0,0.5926905448563221
2070.0,0.6106850078572447
2080.0,0.5878583802188772
2090.0,0.5397303792627025
2100.0,0.48228187262446337
2110.0,0.4279183621862051
2120.0,0.380007199247951
2130.0,0.3347213347313938
2140.0,0.2879497389985368
2150.0,0.23881952993843242
2160.0,0.18912597743841006
2170.0,0.14547893740252404
2180.0,0.1166423086401243
2190.0,0.10790025533166828
2200.0,0.11873591115714555
2210.0,0.1459005263734318
2220.0,0.1929000875445028
2230.0,0.2632627036785299
2240.0,0.3475744913272051
2250.0,0.4222868952893239
2260.0,0.4645885011439757
2270.0,0.4630575351827866
2280.0,0.41948296509895483
2290.0,0.34589311898798764
2300.0,0.26087750223838785
2310.0,0.18503109324524242
2320.0,0.1333916847367664
2330.0,0.10773600942065088
2340.0,0.1021115240809108
2350.0,0.11098532389957076
2360.0,0.1305272670449952
2370.0,0.1573973954012181
2380.0,0.18682596141577
2390.0,0.20962120997729322
2400.0,0.21616298511427154
2410.0,0.20590211685769055
2420.0,0.1826139929092259
2430.0,0.15367752270961493
2440.0,0.12654099546533149
2450.0,0.1095330823095398
2460.0,0.11456423235630951
2470.0,0.15555873513887733
2480.0,0.24358218308901766
2490.0,0.3787578129498496
2500.0,0.5409588336924822
2510.0,0.6933250970239768
2520.0,0.8022507939629052
2530.0,0.8530266094402467
2540.0,0.8483243500499741
2550.0,0.7980110669095504
2560.0,0.7150270039599456
2570.0,0.6150867721287461
2580.0,0.5179973780939849
2590.0,0.45176420598228906
2600.0,0.4440564713472702
2610.0,0.5037038355818644
2620.0,0.6236339098517847
2630.0,0.7759866022542027
2640.0,0.9101959157270739
2650.0,0.9853433511079518
2660.0,0.9979415188423137
2670.0,0.9606064547841427
2680.0,0.8851387130818669
2690.0,0.7811954355174776
2700.0,0.6579805059262644
2710.0,0.521823552278226
2720.0,0.38305480598106045
2730.0,0.2607643185476101
2740.0,0.17213273779228022
2750.0,0.11798893462323802
2760.0,0.08973293453574598
2770.0,0.0772485426998392
2780.0,0.07377234409182049
2790.0,0.07495867798617017
2800.0,0.07687764677233187
2810.0,0.07774525952865623
2820.0,0.07827004663161985
2830.0,0.07936555100330946
2840.0,0.0808247375804708
2850.0,0.0820787529660982
2860.0,0.08335845015054213
2870.0,0.08506403514870277
2880.0,0.08712865815958472
2890.0,0.08839097949123387
2900.0,0.08765086298649231
2910.0,0.08485636301201123
2920.0,0.08239966885408319
2930.0,0.08238654242474959
2940.0,0.0842842659466509
2950.0,0.08548220859112134
2960.0,0.08470345373411743
2970.0,0.08273113435922828
2980.0,0.07992398934376849
2990.0,0.07660329494146896
3000.0,0.07280361157763061
3010.0,0.06842027851297966
3020.0,0.06345123429894649
3030.0,0.05858353917379014
3040.0,0.054673061983856866
3050.0,0.05200819849537573
3060.0,0.05044578139358878
3070.0,0.04942479673999014
3080.0,0.04810292796025178
3090.0,0.0457148219142145
3100.0,0.04209104105253466
3110.0,0.03767321027047373
3120.0,0.033003501115262304
3130.0,0.028838822357736608
3140.0,0.02703794788226968
3150.0,0.03255803300372986
3160.0,0.052692722808977105
3170.0,0.0949529853469801
3180.0,0.1640884832188709
3190.0,0.2567195750094808
3200.0,0.36730512813754773
3210.0,0.4827536988761613
3220.0,0.584717756906505
3230.0,0.6634183236062688
3240.0,0.7173761753811487
3250.0,0.747916364443878
3260.0,0.7541131775073924
3270.0,0.7329280008066752
3280.0,0.6810185165886766
3290.0,0.5979617016049308
3300.0,0.49180110457652765
3310.0,0.3864023448993409
3320.0,0.307047360220343
3330.0,0.2573545052179212
3340.0,0.2300409569705643
3350.0,0.21650502500333432
3360.0,0.20938941896350852
3370.0,0.20405987023205166
3380.0,0.19760605281136737
3390.0,0.1945958322434919
3400.0,0.2106120279070837
3410.0,0.25500633179570653
3420.0,0.3288694003043205
3430.0,0.4231161636434738
3440.0,0.5219148722575567
3450.0,0.6099593785953182
3460.0,0.6810759930416757
3470.0,0.7329787127535623
3480.0,0.7666522031761823
